sqft_area,bedrooms,bathrooms,age_of_property,location,furnishing_status,has_parking,has_pool,has_gym,price
1847,2,3,22,Downtown,Unfurnished,0,0,0,15280801.12
4181,5,3,10,Uptown,Semi-Furnished,1,0,0,32686001.38
3673,5,3,30,Rural,Unfurnished,1,0,0,14126315.93
2167,2,1,5,Business District,Fully-Furnished,1,0,0,20099529.25
2137,5,1,10,Rural,Unfurnished,1,1,0,11253904.13
4614,5,4,12,Business District,Unfurnished,1,0,0,39504171.55
4053,5,4,11,Business District,Unfurnished,0,0,0,34115995.19
1500,4,1,1,Rural,Unfurnished,0,0,0,7456952.96
1350,3,3,34,Downtown,Semi-Furnished,1,0,0,13033828.2
1888,4,2,35,Suburbs,Fully-Furnished,1,0,0,13664772.67
4212,4,2,16,Downtown,Fully-Furnished,1,0,0,42105057.2
1867,3,2,27,Suburbs,Unfurnished,1,0,0,10408404.73
1321,2,2,27,Uptown,Unfurnished,1,1,1,12522561.27
954,4,1,21,Business District,Semi-Furnished,1,1,1,11937234.35
2124,3,3,37,Rural,Unfurnished,1,1,0,9684693.18
3272,3,3,6,Uptown,Semi-Furnished,1,0,0,24396636.88
4226,5,2,14,Suburbs,Fully-Furnished,1,0,0,26895547.12
3647,4,4,31,Downtown,Fully-Furnished,1,0,0,36398363.76
4589,4,4,10,Rural,Semi-Furnished,1,1,1,21361131.17
2690,1,3,23,Business District,Fully-Furnished,1,0,0,24698219.35
1416,5,3,2,Uptown,Unfurnished,1,1,1,15618145.44
4486,5,3,29,Business District,Unfurnished,1,0,0,37378281.18
3375,3,4,5,Suburbs,Semi-Furnished,1,1,1,23468554.4
1940,1,3,1,Business District,Fully-Furnished,0,1,1,20940099.63
4900,3,3,13,Downtown,Fully-Furnished,1,0,1,49888490.23
1235,2,3,40,Uptown,Semi-Furnished,0,1,0,8941714.28
4068,5,4,17,Uptown,Semi-Furnished,1,0,1,32698530.18
3838,3,3,43,Downtown,Fully-Furnished,1,1,0,39189531.2
3515,4,4,30,Business District,Semi-Furnished,1,1,1,32663899.16
3389,3,4,12,Downtown,Unfurnished,1,1,1,33437004.79
1461,3,3,25,Rural,Fully-Furnished,0,0,0,6468508.18
3489,5,4,43,Downtown,Semi-Furnished,1,0,1,32985119.59
4348,5,3,11,Business District,Semi-Furnished,1,1,1,41715673.91
1526,3,1,17,Downtown,Semi-Furnished,1,1,1,17152527.84
4365,3,2,8,Suburbs,Fully-Furnished,0,0,0,26981170.37
3363,5,4,48,Downtown,Unfurnished,1,0,1,29568441.26
3001,3,2,20,Downtown,Unfurnished,1,0,1,27053331.64
2447,2,2,47,Business District,Fully-Furnished,1,1,1,24273983.4
1677,5,3,48,Rural,Semi-Furnished,1,1,1,9873009.73
511,1,3,39,Rural,Fully-Furnished,1,0,0,1797311.68
4899,3,4,42,Business District,Fully-Furnished,1,0,0,44782633.85
3864,5,4,23,Business District,Semi-Furnished,0,0,0,33374762.35
3522,3,4,33,Business District,Fully-Furnished,1,0,0,33345930.46
3871,4,2,7,Suburbs,Unfurnished,1,1,1,24305159.88
3330,4,3,43,Uptown,Fully-Furnished,1,0,0,26116830.41
542,1,2,32,Downtown,Semi-Furnished,1,0,0,4320042.59
1443,3,3,22,Business District,Fully-Furnished,0,1,0,15536990.06
2890,5,2,12,Business District,Unfurnished,1,0,0,25039761.52
3045,4,3,48,Business District,Fully-Furnished,0,0,0,27726554.7
2911,4,3,13,Rural,Fully-Furnished,1,1,0,15274060.22
1504,1,1,13,Business District,Fully-Furnished,1,0,0,13789928.95
520,1,1,15,Downtown,Fully-Furnished,1,1,1,8160196.75
906,5,2,48,Business District,Semi-Furnished,1,0,1,9260239.27
1514,2,2,37,Downtown,Unfurnished,1,1,0,14486166.98
4931,3,3,38,Suburbs,Unfurnished,1,0,0,25571646.41
2338,4,2,25,Uptown,Unfurnished,1,0,0,17423421.41
3688,5,3,25,Rural,Fully-Furnished,1,0,0,16466986.09
1214,5,3,0,Downtown,Unfurnished,0,1,1,15600695.4
4646,4,3,31,Suburbs,Semi-Furnished,0,1,0,27401938.74
4354,4,3,14,Uptown,Fully-Furnished,1,0,0,36053887.16
4919,4,2,20,Uptown,Fully-Furnished,0,0,0,38431217.15
640,4,3,17,Uptown,Unfurnished,1,0,1,7557586.12
1463,4,1,29,Downtown,Fully-Furnished,1,0,0,15900067.65
872,5,3,12,Suburbs,Fully-Furnished,1,1,0,10255863.76
4135,3,4,23,Business District,Unfurnished,1,0,0,33304489.44
3041,4,2,29,Suburbs,Semi-Furnished,1,1,0,18961541.96
4110,3,2,1,Suburbs,Semi-Furnished,0,1,1,26121227.3
2192,1,3,18,Suburbs,Unfurnished,1,0,0,12347218.15
605,5,3,46,Downtown,Semi-Furnished,1,1,1,9404373.47
2181,1,2,43,Downtown,Semi-Furnished,1,0,0,18584842.8
4597,3,2,46,Downtown,Semi-Furnished,1,0,0,40587184.34
4516,3,2,24,Suburbs,Fully-Furnished,1,1,0,29140177.07
3136,3,3,49,Downtown,Fully-Furnished,1,0,1,31112415.82
2637,5,3,13,Uptown,Fully-Furnished,1,0,0,23287609.39
3916,5,2,5,Downtown,Semi-Furnished,1,1,0,38393323.86
4945,5,4,11,Rural,Fully-Furnished,1,0,0,22279710.43
4030,3,4,19,Downtown,Semi-Furnished,1,0,1,37956168.79
1786,5,2,22,Downtown,Unfurnished,1,1,1,19640190.45
3679,4,3,29,Downtown,Semi-Furnished,1,0,1,34772214.39
4154,4,4,29,Downtown,Fully-Furnished,0,1,0,43067755.79
2859,4,3,37,Rural,Semi-Furnished,1,0,0,11631096.41
944,1,1,29,Business District,Fully-Furnished,1,0,0,7569151.44
535,5,2,40,Downtown,Fully-Furnished,1,1,0,8451008.75
1975,2,3,29,Uptown,Unfurnished,1,0,1,14710609.39
4457,3,2,35,Rural,Unfurnished,1,1,1,17513399.3
2298,1,1,48,Business District,Fully-Furnished,0,1,1,20677658.95
2345,5,1,33,Downtown,Semi-Furnished,1,1,0,23548451.54
1908,2,3,15,Business District,Unfurnished,1,0,1,17872060.28
2208,5,1,23,Uptown,Unfurnished,1,0,1,17617394.97
3438,4,2,13,Rural,Fully-Furnished,1,1,0,17465843.53
1800,5,2,25,Rural,Semi-Furnished,0,0,0,8129836.71
1743,3,1,7,Business District,Unfurnished,1,0,0,14293294.57
4476,3,2,13,Downtown,Unfurnished,1,0,0,39183074.38
3597,5,2,30,Suburbs,Semi-Furnished,1,0,1,21524320.04
509,1,2,1,Rural,Unfurnished,1,0,0,2824431.22
2925,3,3,47,Suburbs,Semi-Furnished,1,1,0,17561633.0
2160,4,2,3,Rural,Fully-Furnished,1,0,0,11214129.94
3131,4,2,0,Downtown,Unfurnished,1,0,0,28897116.07
1572,4,2,19,Downtown,Fully-Furnished,1,1,0,18612876.18
3725,5,4,13,Rural,Semi-Furnished,0,0,1,16533579.35
1816,4,2,39,Business District,Fully-Furnished,1,1,0,19615660.44
4645,5,2,24,Downtown,Fully-Furnished,1,0,1,47555724.97
4183,5,3,24,Downtown,Fully-Furnished,1,1,1,44965532.45
3773,3,4,2,Uptown,Semi-Furnished,1,0,0,29203366.25
645,1,2,4,Downtown,Semi-Furnished,1,1,1,8679043.48
3540,4,4,37,Uptown,Semi-Furnished,1,0,0,26044917.22
1962,1,3,25,Downtown,Semi-Furnished,1,0,1,18033938.59
2084,1,3,39,Downtown,Semi-Furnished,1,0,1,18342820.97
982,4,3,37,Business District,Unfurnished,1,1,0,9840618.77
3679,3,3,37,Business District,Unfurnished,1,0,0,29060695.74
1749,3,3,3,Downtown,Unfurnished,1,1,1,19689491.82
1130,2,3,6,Rural,Fully-Furnished,0,0,0,5177252.84
1161,1,2,29,Rural,Fully-Furnished,1,0,0,4905916.74
4003,3,2,29,Downtown,Semi-Furnished,1,0,1,36974717.07
3352,4,2,18,Rural,Semi-Furnished,1,1,1,16198825.59
2966,5,2,38,Downtown,Unfurnished,1,1,0,28750546.6
1487,1,1,34,Business District,Semi-Furnished,1,1,0,13002095.82
2046,1,2,39,Suburbs,Fully-Furnished,1,1,0,13195960.2
1149,3,3,32,Uptown,Semi-Furnished,1,0,0,9367302.92
1468,4,2,32,Rural,Unfurnished,0,1,0,8063768.7
3137,4,4,13,Rural,Semi-Furnished,1,0,1,15461997.39
1600,3,3,37,Business District,Fully-Furnished,1,1,0,16567999.34
940,2,2,9,Rural,Unfurnished,1,0,0,4620159.53
1269,3,2,27,Downtown,Semi-Furnished,1,1,1,14072004.91
1843,3,2,13,Downtown,Fully-Furnished,1,0,0,19493439.88
4858,4,4,35,Suburbs,Unfurnished,1,0,0,26324420.36
4229,5,2,37,Suburbs,Unfurnished,1,0,1,23652614.01
4406,4,4,15,Suburbs,Fully-Furnished,1,0,1,29731458.03
2077,2,3,20,Downtown,Semi-Furnished,1,0,1,20464568.29
4508,5,4,27,Suburbs,Semi-Furnished,1,1,1,29404035.46
3851,3,4,32,Suburbs,Semi-Furnished,1,1,0,23034001.53
2849,5,2,5,Downtown,Unfurnished,1,0,1,27274481.31
4102,3,2,40,Business District,Unfurnished,1,0,0,31872904.91
1741,5,3,14,Rural,Semi-Furnished,0,0,0,8716465.75
1625,5,1,43,Uptown,Unfurnished,1,1,0,13000226.88
3101,5,3,2,Downtown,Unfurnished,1,0,0,28555716.94
1690,1,1,42,Downtown,Fully-Furnished,1,0,0,14232707.04
4631,4,3,46,Uptown,Semi-Furnished,1,0,0,33699783.81
4948,3,3,34,Uptown,Semi-Furnished,1,0,0,35682306.42
572,3,2,13,Suburbs,Semi-Furnished,0,0,0,4560799.25
2414,3,2,1,Uptown,Unfurnished,1,0,1,19566578.47
2972,1,3,28,Rural,Unfurnished,1,0,1,11033882.52
3546,5,2,3,Rural,Unfurnished,1,0,0,15548966.85
1207,3,2,25,Rural,Semi-Furnished,1,0,0,4662616.36
2304,2,3,11,Rural,Unfurnished,1,0,0,8411153.55
4213,3,4,1,Rural,Semi-Furnished,1,0,0,17647220.25
3064,4,3,16,Suburbs,Unfurnished,0,0,1,18331649.08
2975,3,1,34,Downtown,Semi-Furnished,0,0,0,25428880.41
4110,4,3,9,Uptown,Fully-Furnished,1,1,0,34848235.3
4755,4,4,47,Downtown,Unfurnished,1,0,0,40874082.6
3323,5,2,21,Uptown,Semi-Furnished,0,1,1,27372675.65
2235,2,1,40,Suburbs,Fully-Furnished,1,0,0,12869781.73
2085,5,2,42,Suburbs,Fully-Furnished,1,0,1,15021714.96
566,3,3,20,Business District,Unfurnished,1,0,0,5456407.42
3561,3,2,14,Business District,Semi-Furnished,1,0,1,31797344.06
2928,4,3,34,Suburbs,Unfurnished,1,0,1,17318396.55
4653,4,2,47,Suburbs,Fully-Furnished,1,1,0,29109415.35
841,1,1,20,Uptown,Unfurnished,1,1,1,8083893.7
3274,5,2,20,Suburbs,Semi-Furnished,1,0,1,20644530.35
3317,4,3,20,Downtown,Fully-Furnished,1,0,1,35236871.39
3161,3,2,43,Uptown,Unfurnished,0,0,1,22031475.44
1732,5,1,31,Suburbs,Unfurnished,1,0,0,11102873.77
4374,5,4,4,Uptown,Unfurnished,0,1,0,33434173.52
2901,2,2,38,Uptown,Unfurnished,1,0,1,20450112.23
1994,1,2,8,Rural,Unfurnished,1,1,0,9237058.42
4711,5,4,17,Business District,Fully-Furnished,0,0,1,45462647.06
1161,4,3,20,Uptown,Fully-Furnished,1,0,0,11506059.37
4383,3,3,7,Uptown,Semi-Furnished,1,0,0,32982012.29
4119,5,3,43,Rural,Unfurnished,1,0,1,15809724.86
2368,2,1,33,Suburbs,Semi-Furnished,1,0,1,13934033.79
2834,4,3,9,Uptown,Fully-Furnished,1,0,0,24755189.76
3874,4,2,40,Rural,Unfurnished,1,0,0,14621545.47
1516,3,1,23,Downtown,Semi-Furnished,1,0,1,15645909.8
4906,5,2,39,Rural,Unfurnished,0,0,1,18233038.87
707,1,1,23,Business District,Unfurnished,1,0,1,6490966.61
3165,3,3,31,Business District,Semi-Furnished,1,1,0,28956925.42
2993,2,2,32,Suburbs,Fully-Furnished,1,1,0,18654096.51
1132,1,3,37,Suburbs,Semi-Furnished,0,0,1,5981126.36
2602,4,3,43,Business District,Semi-Furnished,1,0,0,22397357.9
3459,4,3,48,Business District,Semi-Furnished,1,0,0,28218972.76
3583,4,3,33,Uptown,Unfurnished,1,1,0,27072152.67
2431,4,3,10,Business District,Fully-Furnished,1,0,0,24661347.54
4219,3,2,30,Suburbs,Fully-Furnished,1,0,0,24993460.58
3062,4,2,17,Business District,Unfurnished,0,0,0,26031420.81
2179,4,3,22,Suburbs,Fully-Furnished,0,1,1,17267943.65
736,5,3,21,Downtown,Semi-Furnished,1,0,0,8836494.07
4943,4,4,42,Business District,Fully-Furnished,1,0,0,45698145.95
2040,2,1,17,Suburbs,Unfurnished,1,0,0,11540270.76
4443,5,3,39,Rural,Fully-Furnished,1,0,1,19852569.34
863,2,3,46,Uptown,Unfurnished,1,1,1,8079894.27
2868,2,1,40,Suburbs,Semi-Furnished,1,0,0,14152036.38
785,1,1,46,Business District,Unfurnished,0,1,0,5765386.14
648,2,1,38,Business District,Fully-Furnished,0,0,0,4594785.86
4537,4,3,19,Downtown,Semi-Furnished,1,0,1,43207995.57
2266,2,1,12,Rural,Fully-Furnished,1,1,0,11171899.86
1512,3,1,44,Suburbs,Unfurnished,1,0,0,7845225.89
3331,5,3,0,Rural,Semi-Furnished,1,0,1,17072065.94
3007,4,3,3,Downtown,Unfurnished,1,0,1,29163839.45
2023,3,1,23,Uptown,Fully-Furnished,1,1,0,18593107.43
3285,5,4,35,Rural,Unfurnished,1,0,0,13115220.44
3056,3,3,35,Downtown,Fully-Furnished,1,1,0,31837027.94
4225,3,2,44,Suburbs,Fully-Furnished,1,0,0,24553515.97
2101,3,3,1,Uptown,Semi-Furnished,0,1,0,18059172.14
2908,4,1,27,Business District,Semi-Furnished,1,0,1,25806511.05
840,1,2,25,Downtown,Unfurnished,1,0,0,7987594.59
3317,3,4,22,Business District,Fully-Furnished,0,0,1,31799599.75
2996,4,2,14,Uptown,Fully-Furnished,1,1,0,25808321.32
2225,2,3,35,Downtown,Semi-Furnished,1,1,0,21250944.32
2189,2,1,26,Downtown,Semi-Furnished,1,0,1,20085747.78
3767,5,3,5,Uptown,Semi-Furnished,1,0,1,30983271.4
4906,3,3,34,Suburbs,Semi-Furnished,1,0,1,28006331.92
761,4,2,38,Downtown,Unfurnished,1,0,0,7657314.46
1942,4,3,37,Uptown,Unfurnished,0,0,0,13662461.96
905,1,3,34,Rural,Unfurnished,0,0,0,2716091.92
2690,1,3,35,Business District,Unfurnished,1,0,0,20705364.23
4937,5,3,9,Downtown,Semi-Furnished,1,0,0,45493347.47
743,3,3,29,Rural,Unfurnished,1,1,1,6345849.02
4607,4,4,40,Downtown,Unfurnished,1,0,0,41026081.06
1060,5,2,37,Suburbs,Unfurnished,1,0,1,7482374.65
4637,3,4,28,Uptown,Semi-Furnished,0,0,0,32506987.53
3225,3,3,42,Downtown,Fully-Furnished,1,0,1,33109159.19
1093,1,3,38,Uptown,Semi-Furnished,1,0,0,7798816.79
2326,4,1,49,Downtown,Fully-Furnished,1,0,0,22566895.24
3729,3,2,3,Suburbs,Fully-Furnished,1,0,1,24498044.15
3787,5,2,4,Suburbs,Unfurnished,0,0,0,21758776.47
4573,3,4,3,Rural,Unfurnished,1,1,1,20666783.79
633,4,3,35,Suburbs,Unfurnished,0,0,0,4938733.33
3638,4,4,44,Uptown,Semi-Furnished,1,0,1,28169816.04
4419,5,4,15,Suburbs,Semi-Furnished,1,1,1,29218872.07
572,2,1,24,Downtown,Unfurnished,1,0,0,4977640.53
4994,5,3,13,Suburbs,Semi-Furnished,1,0,0,29320794.82
4725,5,3,10,Uptown,Semi-Furnished,1,0,0,35836542.88
3478,4,4,28,Downtown,Fully-Furnished,1,0,0,35911758.75
4861,5,3,33,Rural,Semi-Furnished,1,0,0,18735873.77
2485,2,3,21,Rural,Fully-Furnished,0,0,0,10213319.66
1292,5,2,13,Rural,Unfurnished,1,1,0,8170219.83
4759,3,4,23,Downtown,Semi-Furnished,1,0,1,44025769.95
594,3,2,38,Rural,Fully-Furnished,0,0,0,2199515.14
1633,4,2,25,Suburbs,Semi-Furnished,0,0,1,10761157.88
737,4,2,42,Downtown,Fully-Furnished,1,0,0,7542473.14
3446,4,2,35,Downtown,Fully-Furnished,1,0,1,35651739.35
3030,3,2,38,Downtown,Semi-Furnished,1,1,0,28353842.52
2460,5,1,15,Business District,Unfurnished,1,1,0,22725190.34
1548,4,1,37,Uptown,Fully-Furnished,1,0,1,14084163.37
3029,3,3,31,Business District,Unfurnished,1,0,1,26754499.49
3464,5,3,5,Business District,Semi-Furnished,0,1,0,32454322.04
1463,2,1,33,Business District,Semi-Furnished,1,0,1,12855777.91
1036,2,2,7,Uptown,Unfurnished,1,0,1,9218453.23
4723,4,2,29,Business District,Semi-Furnished,1,0,1,41166469.22
4179,4,4,26,Rural,Fully-Furnished,1,1,0,20236990.8
4687,4,4,6,Downtown,Unfurnished,1,0,1,43044560.99
4224,3,2,26,Downtown,Semi-Furnished,1,1,1,40171216.42
1042,5,2,24,Suburbs,Semi-Furnished,1,0,0,8082775.11
1345,5,2,45,Rural,Unfurnished,0,0,0,5658335.02
4103,5,2,40,Uptown,Fully-Furnished,1,0,0,33518791.23
3536,5,2,14,Downtown,Unfurnished,1,0,0,31780733.39
2994,5,1,24,Business District,Semi-Furnished,1,1,1,29232657.84
4985,5,2,21,Suburbs,Semi-Furnished,1,0,1,29512428.49
3219,4,3,17,Suburbs,Unfurnished,1,0,1,18616910.13
2384,5,3,11,Downtown,Fully-Furnished,1,0,0,26729302.32
4638,4,2,22,Rural,Fully-Furnished,1,0,0,19749950.17
4849,3,2,44,Suburbs,Fully-Furnished,1,0,0,28306334.53
3701,4,3,38,Downtown,Unfurnished,1,0,1,33506408.76
3210,4,3,24,Rural,Fully-Furnished,1,0,0,14679978.1
2453,2,2,9,Downtown,Fully-Furnished,1,1,0,25939341.22
4350,3,4,29,Downtown,Fully-Furnished,1,0,0,43357964.37
1189,4,1,9,Rural,Fully-Furnished,1,1,0,8610570.28
2450,3,2,33,Rural,Semi-Furnished,0,0,0,8104329.74
956,3,2,45,Rural,Unfurnished,1,0,0,4337818.62
2630,4,3,12,Downtown,Unfurnished,1,0,1,25308837.74
4476,3,2,28,Suburbs,Fully-Furnished,0,1,0,28177413.81
4744,4,3,37,Uptown,Unfurnished,1,0,1,33692399.86
1679,2,2,40,Uptown,Unfurnished,1,1,0,12414794.27
4785,5,2,44,Downtown,Semi-Furnished,1,0,1,43810601.55
4065,5,3,8,Downtown,Unfurnished,1,0,0,38097112.28
1382,5,3,12,Suburbs,Semi-Furnished,1,0,1,12489416.69
899,5,1,36,Rural,Unfurnished,1,0,1,5199433.5
1108,4,3,13,Downtown,Semi-Furnished,1,0,0,12971721.07
2138,2,1,36,Business District,Semi-Furnished,1,1,1,19797413.65
2648,1,3,8,Rural,Unfurnished,1,1,0,12747557.45
1882,2,1,7,Downtown,Semi-Furnished,1,1,1,20829260.48
1903,5,1,38,Business District,Semi-Furnished,1,1,0,18425282.72
1319,2,3,39,Suburbs,Unfurnished,1,1,1,9519741.03
3792,5,4,2,Business District,Semi-Furnished,1,1,1,37562514.8
1319,1,2,46,Downtown,Semi-Furnished,0,0,0,10467590.86
919,4,1,39,Uptown,Semi-Furnished,1,0,0,6667352.16
4719,4,2,32,Downtown,Semi-Furnished,1,0,1,43482244.2
3802,3,3,31,Uptown,Semi-Furnished,1,0,1,28372019.4
2008,1,3,6,Suburbs,Fully-Furnished,0,1,1,14765693.08
1267,1,2,18,Suburbs,Semi-Furnished,0,0,0,7342508.6
2544,1,3,33,Rural,Semi-Furnished,1,0,0,9166834.39
2639,2,1,13,Rural,Semi-Furnished,0,0,0,9566874.92
3529,3,3,49,Uptown,Semi-Furnished,1,0,0,24300035.27
2049,5,2,46,Uptown,Unfurnished,1,0,0,14435376.92
2264,1,1,45,Suburbs,Fully-Furnished,1,0,0,11908098.67
3145,5,4,18,Business District,Unfurnished,1,0,0,28359429.62
4216,4,3,25,Uptown,Fully-Furnished,1,0,0,33624901.91
4981,4,2,16,Uptown,Semi-Furnished,1,0,0,36965712.15
2793,1,3,27,Business District,Semi-Furnished,0,0,1,23834964.65
3208,5,4,18,Rural,Fully-Furnished,1,0,0,16085679.63
1400,5,3,26,Rural,Fully-Furnished,1,0,0,7975438.83
3584,5,2,47,Uptown,Unfurnished,1,0,0,25108388.77
2509,1,1,18,Rural,Fully-Furnished,0,1,0,11512704.37
741,5,1,32,Rural,Semi-Furnished,0,0,1,4379033.15
2885,3,2,6,Rural,Unfurnished,1,1,0,13716102.77
4768,3,4,28,Suburbs,Fully-Furnished,1,1,1,30744855.48
1171,5,2,42,Downtown,Fully-Furnished,1,1,0,14141959.42
663,3,3,4,Uptown,Unfurnished,1,0,1,7957125.76
964,5,3,29,Uptown,Fully-Furnished,1,0,0,9405709.77
3542,3,2,48,Suburbs,Semi-Furnished,1,0,0,19095741.6
2942,5,3,42,Downtown,Unfurnished,1,0,1,27585755.95
2855,3,1,7,Downtown,Fully-Furnished,1,1,0,31071326.2
4778,5,3,41,Suburbs,Semi-Furnished,1,0,1,27873525.33
3057,5,4,11,Business District,Fully-Furnished,1,1,0,31603445.13
1045,2,2,41,Business District,Unfurnished,1,1,1,10432012.38
4335,4,4,12,Downtown,Fully-Furnished,0,0,1,45231252.75
1093,1,3,25,Business District,Fully-Furnished,1,0,1,11824859.25
4304,4,3,17,Business District,Fully-Furnished,0,0,0,40760267.39
1959,2,1,41,Business District,Semi-Furnished,0,0,0,15245560.52
3993,5,4,48,Downtown,Semi-Furnished,1,0,1,37298398.87
3101,3,4,19,Business District,Fully-Furnished,1,1,1,31226617.63
2944,4,3,15,Uptown,Fully-Furnished,1,0,0,25426283.64
3172,4,3,36,Downtown,Unfurnished,1,0,0,27719427.29
4700,3,2,2,Suburbs,Fully-Furnished,1,0,0,28627861.04
516,2,2,26,Business District,Unfurnished,1,0,1,6154564.02
3691,5,3,14,Rural,Semi-Furnished,1,0,0,16699091.73
892,1,3,33,Downtown,Fully-Furnished,1,0,0,9146485.07
924,1,3,44,Suburbs,Unfurnished,0,0,1,5111261.27
1071,5,2,21,Uptown,Semi-Furnished,1,0,1,11438732.15
4131,5,3,39,Suburbs,Unfurnished,1,0,1,22033134.56
1620,3,1,22,Business District,Semi-Furnished,0,0,0,14658280.62
741,3,3,48,Rural,Fully-Furnished,1,1,0,4416226.55
4397,3,3,3,Business District,Unfurnished,1,0,1,37254903.09
4595,5,3,40,Suburbs,Fully-Furnished,0,0,1,28321486.22
2779,1,3,22,Downtown,Unfurnished,1,0,1,24548367.68
1288,3,3,46,Rural,Semi-Furnished,1,0,1,6813123.87
1214,3,1,8,Rural,Unfurnished,1,1,0,7678116.58
3349,3,3,23,Suburbs,Unfurnished,1,1,1,20488297.91
1275,4,3,20,Business District,Fully-Furnished,1,0,0,13426548.77
4526,4,4,40,Suburbs,Fully-Furnished,1,1,0,30211439.85
2747,2,3,45,Rural,Fully-Furnished,1,1,1,13251382.66
578,4,3,15,Suburbs,Semi-Furnished,0,0,0,4938242.86
4426,4,4,24,Rural,Fully-Furnished,1,1,0,19985736.88
1355,5,2,25,Business District,Unfurnished,1,0,0,11945652.92
2648,1,2,48,Downtown,Semi-Furnished,1,0,0,21579856.36
1531,3,2,44,Downtown,Fully-Furnished,1,1,1,17473281.44
3771,5,4,8,Suburbs,Unfurnished,1,0,1,24021156.99
4076,3,2,14,Rural,Unfurnished,0,1,0,16658837.22
4682,3,4,38,Downtown,Semi-Furnished,1,0,0,42444855.52
3956,5,2,32,Rural,Unfurnished,1,1,0,16837687.28
4006,4,3,0,Business District,Fully-Furnished,1,0,0,38260207.78
907,2,2,4,Suburbs,Unfurnished,1,0,1,7602078.04
3211,5,3,8,Rural,Fully-Furnished,0,0,0,15419556.5
3588,5,4,43,Suburbs,Fully-Furnished,1,1,1,24914640.77
2168,3,3,5,Rural,Semi-Furnished,1,0,0,10009132.19
647,4,2,27,Rural,Unfurnished,1,0,0,3810966.24
4827,4,4,44,Business District,Semi-Furnished,1,0,0,39753086.34
4397,5,3,25,Suburbs,Semi-Furnished,1,0,0,24837325.21
2450,2,1,27,Uptown,Semi-Furnished,1,1,1,21199382.67
865,4,1,39,Rural,Fully-Furnished,1,0,0,3506939.17
2174,5,3,14,Rural,Fully-Furnished,1,0,0,10567023.86
4994,5,3,5,Downtown,Fully-Furnished,1,0,1,51670408.23
3046,4,3,26,Suburbs,Fully-Furnished,1,0,1,20668919.23
1062,3,3,37,Uptown,Unfurnished,0,0,0,7839792.62
4062,5,3,3,Business District,Unfurnished,0,1,1,36515423.53
2989,5,1,10,Uptown,Fully-Furnished,1,1,0,27034801.17
1272,2,2,20,Business District,Fully-Furnished,1,0,1,13091257.09
2537,4,2,29,Uptown,Unfurnished,1,0,0,18489346.14
3923,4,3,17,Uptown,Semi-Furnished,1,1,1,32089760.73
3067,4,3,34,Suburbs,Semi-Furnished,1,0,0,17293711.25
2073,5,1,2,Downtown,Fully-Furnished,1,0,0,22543021.7
4194,5,2,11,Uptown,Semi-Furnished,1,0,1,32014854.68
3791,5,2,26,Rural,Fully-Furnished,1,0,1,17576078.35
1746,2,3,29,Rural,Fully-Furnished,1,0,1,8537852.19
4219,4,2,20,Rural,Fully-Furnished,0,1,1,19406856.3
4339,3,2,37,Downtown,Unfurnished,1,0,0,36378397.34
859,5,2,20,Uptown,Semi-Furnished,1,1,0,9925241.44
2876,5,3,37,Business District,Unfurnished,1,0,1,24268461.81
3509,3,4,39,Business District,Semi-Furnished,1,0,1,30234498.31
3493,5,4,14,Suburbs,Unfurnished,0,0,0,19888842.28
1462,2,1,17,Downtown,Unfurnished,1,1,0,14601369.4
4132,4,2,28,Uptown,Fully-Furnished,1,0,0,33684492.15
2327,5,3,47,Rural,Fully-Furnished,1,0,1,11404572.04
2113,5,3,37,Downtown,Unfurnished,1,1,0,21562043.79
2140,2,1,20,Downtown,Semi-Furnished,1,1,0,20726513.68
2716,5,3,16,Uptown,Semi-Furnished,1,1,0,23607501.1
4812,4,3,40,Suburbs,Fully-Furnished,1,0,1,29825708.57
877,4,1,17,Suburbs,Fully-Furnished,1,1,1,10648041.96
4714,5,3,36,Suburbs,Semi-Furnished,1,0,1,27524839.5
4785,4,3,37,Rural,Semi-Furnished,1,1,1,21021264.3
869,2,3,11,Rural,Semi-Furnished,1,1,0,6462447.0
2696,2,2,10,Uptown,Fully-Furnished,1,1,0,24125447.08
4247,3,3,47,Suburbs,Semi-Furnished,1,1,1,25439856.22
1151,5,2,48,Uptown,Fully-Furnished,1,0,0,10106459.92
1269,2,2,19,Suburbs,Unfurnished,0,1,0,7860725.17
2921,4,3,8,Downtown,Unfurnished,0,0,1,27071474.91
1280,3,2,0,Business District,Unfurnished,1,1,1,14647933.13
2216,3,2,2,Business District,Semi-Furnished,1,1,1,22770102.84
4483,4,4,20,Suburbs,Fully-Furnished,1,0,1,29275050.62
1811,3,3,22,Uptown,Semi-Furnished,0,0,0,13543364.32
3859,4,3,8,Rural,Fully-Furnished,1,1,1,19156304.09
1022,1,1,18,Suburbs,Semi-Furnished,0,0,0,5725532.63
1021,4,3,44,Suburbs,Unfurnished,1,0,1,7477602.37
2820,4,2,45,Rural,Fully-Furnished,0,0,0,11082025.49
1435,1,1,18,Suburbs,Semi-Furnished,1,0,0,8485341.66
2730,1,3,22,Downtown,Fully-Furnished,0,0,1,26799044.44
4540,4,2,26,Rural,Fully-Furnished,0,0,0,18463850.04
4197,4,4,26,Downtown,Semi-Furnished,1,0,1,39836283.87
3337,5,3,38,Business District,Semi-Furnished,0,1,0,29772060.33
